R,G,B,y
1,1,1,0
242,242,244,0
131,6,2,1
51,15,25,0
25,25,25,0
249,249,251,0
228,15,7,1
140,7,2,1
52,14,25,0
20,20,20,0
249,249,251,0
234,15,9,1
147,10,4,1
52,14,27,0
16,16,16,0
249,249,251,0
237,13,11,1
155,14,7,1
52,14,29,0
14,16,15,0
249,249,251,0
240,12,11,1
166,17,11,1
52,14,29,0
13,13,13,0
248,248,248,0
175,20,15,1
51,14,31,0
12,12,12,0
248,248,248,0
240,12,9,1
186,24,19,1
48,14,30,0
11,11,11,0
248,248,248,0
238,13,7,1
194,27,19,1
47,14,31,0
8,8,8,0
248,248,248,0
235,14,5,1
200,26,17,1
44,15,35,0
6,6,6,0
248,248,248,0
232,16,3,1
203,22,11,1
40,15,37,0
6,6,6,0
248,248,248,0
209,21,10,1
37,14,40,0
4,4,4,0
248,248,248,0
227,17,0,1
211,17,7,1
34,15,43,0
3,1,2,0
248,248,248,0
225,18,0,1
221,19,9,1
32,15,47,0
5,1,2,0
248,248,248,0
224,19,2,1
221,13,3,1
32,16,53,0
5,1,2,0
248,248,248,0
225,20,3,1
229,15,5,1
29,13,60,0
4,0,1,0
248,248,248,0
236,22,12,1
27,13,66,0
2,0,1,0
248,248,248,0
221,26,6,1
232,22,9,1
27,13,72,0
1,1,1,0
248,248,248,0
218,28,6,1
231,23,10,1
28,14,76,0
0,2,1,0
248,248,248,0
217,28,6,1
231,26,9,1
27,15,81,0
1,1,3,0
248,248,248,0
214,28,5,1
231,29,9,1
28,15,85,0
1,1,3,0
248,248,248,0
233,33,10,1
27,15,87,0
2,0,1,0
247,247,247,0
226,37,17,1
235,37,11,1
28,16,90,0
2,0,1,0
247,247,247,0
228,35,17,1
236,40,14,1
27,16,92,0
2,0,1,0
247,247,247,0
226,35,16,1
238,43,15,1
25,16,95,0
2,0,1,0
247,247,247,0
224,39,18,1
241,46,16,1
23,15,98,0
2,0,1,0
247,247,247,0
242,47,17,1
18,12,100,0
1,1,1,0
247,247,247,0
213,53,19,1
243,48,18,1
15,8,104,0
1,1,0,0
247,247,249,0
213,61,24,1
243,45,16,1
14,6,109,0
1,1,0,0
247,247,249,0
229,81,41,1
241,43,14,1
16,7,116,0
1,1,1,0
246,246,248,0
234,89,45,1
242,43,14,1
18,9,124,0
1,1,1,0
246,246,248,0
240,40,14,1
15,9,133,0
1,1,1,0
246,246,248,0
247,95,54,1
239,38,12,1
12,9,138,0
1,1,1,0
246,246,248,0
248,95,53,1
232,26,5,1
13,11,147,0
0,0,0,0
246,246,248,0
242,89,48,1
231,21,4,1
14,12,157,0
0,0,0,0
246,246,248,0
232,76,36,1
229,17,3,1
13,14,166,0
0,0,0,0
246,246,248,0
230,14,1,1
13,16,173,0
0,0,0,0
246,246,248,0
209,40,11,1
231,13,1,1
15,17,179,0
0,0,0,0
245,245,247,0
207,27,4,1
232,14,2,1
15,19,180,0
0,0,0,0
245,245,247,0
215,19,3,1
234,13,4,1
16,18,178,0
0,0,0,0
245,245,247,0
222,15,5,1
234,13,4,1
15,18,173,0
0,0,0,0
245,245,247,0
232,11,2,1
15,16,168,0
1,1,1,0
245,245,247,0
231,9,6,1
232,11,2,1
12,14,159,0
1,1,1,0
245,245,247,0
234,12,9,1
232,11,3,1
10,11,151,0
1,1,1,0
245,245,247,0
232,10,7,1
232,11,3,1
8,10,145,0
1,1,1,0
245,245,247,0
233,9,7,1
231,13,4,1
6,9,142,0
1,1,1,0
243,243,245,0
233,15,6,1
5,9,134,0
1,1,1,0
243,243,245,0
237,9,8,1
236,17,11,1
8,11,124,0
1,1,1,0
243,243,245,0
235,11,9,1
237,18,12,1
9,12,117,0
1,1,1,0
243,243,245,0
224,15,10,1
239,20,14,1
8,11,118,0
1,1,1,0
242,242,244,0
221,24,15,1
241,22,18,1
7,9,118,0
1,1,1,0
242,242,244,0
179,20,14,1
53,15,30,0
21,21,21,0
249,249,251,0
181,104,96,1
183,20,11,1
53,15,30,0
18,20,19,0
249,249,251,0
190,115,110,1
186,22,12,1
55,14,32,0
14,16,15,0
249,249,251,0
196,122,121,1
189,22,13,1
55,14,32,0
9,13,12,0
249,249,251,0
203,133,133,1
194,23,13,1
54,13,31,0
12,14,13,0
248,248,248,0
197,23,14,1
54,13,31,0
11,13,12,0
248,248,248,0
208,152,151,1
203,22,13,1
51,12,30,0
9,11,10,0
248,248,248,0
210,160,159,1
208,21,12,1
48,14,30,0
7,9,8,0
248,248,248,0
211,165,167,1
211,20,12,1
46,13,30,0
7,7,7,0
248,248,248,0
209,167,169,1
215,18,10,1
43,14,32,0
6,6,6,0
248,248,248,0
220,17,10,1
39,14,33,0
5,3,4,0
248,248,248,0
212,176,180,1
224,17,11,1
37,16,35,0
3,1,2,0
248,248,248,0
215,180,186,1
225,16,9,1
35,16,36,0
6,2,1,0
248,248,248,0
217,182,188,1
227,16,9,1
34,16,42,0
5,1,0,0
248,248,248,0
216,181,188,1
228,15,7,1
30,13,49,0
4,0,1,0
248,248,248,0
229,15,7,1
29,12,56,0
2,0,1,0
248,248,248,0
218,183,190,1
231,14,7,1
29,12,57,0
1,1,1,0
248,248,248,0
219,186,193,1
230,16,8,1
29,13,62,0
1,1,1,0
248,248,248,0
217,188,192,1
230,17,9,1
28,14,67,0
1,1,1,0
248,248,248,0
212,182,184,1
230,19,8,1
29,14,71,0
1,1,1,0
248,248,248,0
229,23,10,1
30,16,77,0
1,1,1,0
247,247,247,0
217,170,178,1
229,26,11,1
31,16,81,0
1,1,1,0
247,247,247,0
217,161,170,1
230,29,9,1
28,16,82,0
2,0,1,0
247,247,247,0
217,156,164,1
232,32,9,1
27,16,85,0
2,0,1,0
247,247,247,0
220,150,160,1
241,41,16,1
26,16,89,0
1,1,1,0
247,247,249,0
244,44,18,1
23,15,92,0
1,1,1,0
247,247,249,0
222,136,139,1
247,48,19,1
20,11,94,0
1,1,0,0
247,247,249,0
221,126,124,1
248,51,19,1
17,9,95,0
0,2,0,0
247,247,249,0
221,112,107,1
248,51,19,1
16,7,98,0
1,1,1,0
246,246,248,0
226,103,96,1
245,50,18,1
13,6,102,0
1,1,1,0
246,246,248,0
245,50,20,1
12,7,109,0
1,1,1,0
246,246,248,0
232,75,66,1
247,49,20,1
10,8,117,0
1,1,1,0
246,246,248,0
232,61,53,1
243,39,12,1
10,9,128,0
0,0,0,0
246,246,248,0
234,51,43,1
238,32,8,1
11,12,139,0
0,0,0,0
246,246,248,0
227,35,30,1
234,25,3,1
12,13,153,0
0,0,0,0
246,246,248,0
229,20,0,1
15,17,164,0
0,0,0,0
246,246,248,0
220,18,14,1
230,19,0,1
16,19,174,0
0,0,0,0
245,245,247,0
220,15,12,1
230,19,2,1
18,21,178,0
0,0,0,0
245,245,247,0
222,10,9,1
231,18,4,1
19,19,177,0
0,0,0,0
245,245,247,0
222,7,5,1
230,17,3,1
17,17,173,0
0,0,0,0
245,245,247,0
230,16,5,1
15,14,167,0
1,1,1,0
245,245,247,0
226,4,3,1
229,15,4,1
12,12,158,0
1,1,1,0
245,245,247,0
226,4,3,1
228,14,3,1
9,10,150,0
1,1,1,0
245,245,247,0
226,7,5,1
229,15,4,1
7,9,144,0
1,1,1,0
245,245,247,0
227,7,7,1
231,15,4,1
6,9,142,0
1,1,1,0
243,243,245,0
231,15,4,1
6,10,136,0
1,1,1,0
243,243,245,0
225,7,6,1
233,17,4,1
8,11,126,0
1,1,1,0
243,243,245,0
223,8,6,1
236,18,8,1
8,12,122,0
1,1,1,0
243,243,245,0
224,9,7,1
239,21,12,1
7,10,123,0
1,1,1,0
242,242,244,0
226,11,8,1
238,19,13,1
7,10,127,0
1,1,1,0
242,242,244,0
199,18,9,1
53,14,35,0
15,17,16,0
249,249,251,0
229,12,5,1
200,18,5,1
53,14,35,0
13,15,14,0
249,249,251,0
233,11,6,1
202,18,8,1
55,13,35,0
10,14,13,0
249,249,251,0
235,10,6,1
203,19,7,1
56,12,35,0
9,13,12,0
249,249,251,0
237,9,6,1
205,19,7,1
56,12,35,0
9,13,12,0
248,248,248,0
209,18,8,1
55,13,33,0
10,12,11,0
248,248,248,0
239,10,5,1
212,18,9,1
51,12,30,0
9,11,10,0
248,248,248,0
238,11,4,1
215,17,8,1
50,13,30,0
8,8,8,0
248,248,248,0
235,11,3,1
219,16,9,1
47,13,29,0
8,6,7,0
248,248,248,0
234,14,2,1
222,15,9,1
45,14,29,0
9,5,6,0
248,248,248,0
226,14,10,1
41,14,29,0
8,4,5,0
248,248,248,0
228,16,2,1
228,15,9,1
39,15,31,0
7,1,3,0
248,248,248,0
228,18,3,1
228,15,9,1
37,14,32,0
7,1,1,0
248,248,248,0
226,21,4,1
229,14,9,1
36,14,35,0
6,0,0,0
248,248,248,0
228,23,6,1
229,14,9,1
32,13,41,0
5,0,1,0
248,248,248,0
229,14,9,1
30,13,47,0
4,0,1,0
248,248,248,0
218,30,5,1
232,13,9,1
31,11,48,0
2,0,1,0
248,248,248,0
212,31,4,1
231,14,9,1
30,12,52,0
1,1,1,0
248,248,248,0
208,28,3,1
231,14,9,1
30,13,55,0
1,1,1,0
248,248,248,0
205,26,3,1
230,15,10,1
30,14,59,0
1,1,1,0
248,248,248,0
231,18,12,1
32,16,65,0
1,1,1,0
247,247,247,0
206,31,12,1
233,22,13,1
31,17,70,0
1,1,1,0
247,247,247,0
207,32,15,1
233,25,12,1
30,17,73,0
2,0,1,0
247,247,247,0
203,30,14,1
233,28,11,1
28,17,77,0
2,0,1,0
247,247,247,0
202,31,14,1
236,31,12,1
27,17,80,0
1,1,1,0
247,247,249,0
236,34,10,1
25,16,83,0
1,1,1,0
247,247,249,0
200,38,15,1
239,38,12,1
24,14,85,0
0,2,0,0
247,247,249,0
201,43,14,1
242,43,14,1
20,12,85,0
0,2,0,0
247,247,249,0
211,58,26,1
244,46,17,1
16,8,83,0
1,1,1,0
246,246,248,0
224,74,37,1
244,49,19,1
10,6,83,0
1,1,1,0
246,246,248,0
244,51,20,1
9,7,90,0
1,1,1,0
246,246,248,0
228,82,41,1
245,50,20,1
8,8,98,0
1,1,1,0
246,246,248,0
237,99,53,1
247,46,18,1
8,10,110,0
0,0,0,0
246,246,248,0
229,92,46,1
246,42,15,1
9,11,120,0
0,0,0,0
246,246,248,0
225,86,43,1
242,38,13,1
12,14,137,0
0,0,0,0
246,246,248,0
238,34,10,1
14,17,150,0
0,0,0,0
246,246,248,0
214,57,24,1
235,30,9,1
17,20,161,0
0,0,0,0
245,245,247,0
199,31,4,1
231,26,5,1
20,22,169,0
0,0,0,0
245,245,247,0
202,21,2,1
229,22,4,1
21,22,172,0
0,0,0,0
245,245,247,0
219,27,14,1
227,20,4,1
19,19,167,0
0,0,0,0
245,245,247,0
230,20,5,1
15,15,161,0
1,1,1,0
245,245,247,0
222,15,9,1
229,19,4,1
11,12,154,0
1,1,1,0
245,245,247,0
225,13,9,1
228,18,5,1
8,10,147,0
1,1,1,0
245,245,247,0
226,11,8,1
229,19,4,1
7,10,143,0
1,1,1,0
245,245,247,0
231,9,6,1
229,19,4,1
6,9,140,0
1,1,1,0
243,243,245,0
230,19,2,1
6,10,136,0
1,1,1,0
243,243,245,0
240,6,7,1
230,19,2,1
7,9,130,0
1,1,1,0
243,243,245,0
237,9,8,1
233,20,4,1
8,10,129,0
1,1,1,0
243,243,245,0
222,13,6,1
238,24,13,1
8,10,131,0
1,1,1,0
242,242,244,0
214,18,6,1
237,20,11,1
7,8,134,0
1,1,1,0
242,242,244,0
211,20,10,1
53,14,45,0
16,18,17,0
249,249,251,0
180,100,91,1
212,20,9,1
54,13,43,0
12,14,13,0
249,249,251,0
181,98,94,1
214,20,11,1
54,14,41,0
9,13,12,0
249,249,251,0
183,104,100,1
216,19,10,1
56,13,40,0
9,13,12,0
249,249,251,0
188,110,108,1
216,18,9,1
55,13,37,0
9,11,10,0
248,248,248,0
219,16,9,1
55,13,35,0
8,10,9,0
248,248,248,0
193,128,126,1
220,16,9,1
51,12,31,0
9,9,9,0
248,248,248,0
200,139,138,1
222,15,7,1
50,13,30,0
9,7,8,0
248,248,248,0
206,150,149,1
223,14,7,1
47,13,29,0
12,6,6,0
248,248,248,0
208,157,156,1
225,14,7,1
45,14,29,0
13,4,5,0
248,248,248,0
227,14,8,1
43,15,30,0
13,3,4,0
248,248,248,0
211,162,165,1
228,13,8,1
41,14,31,0
12,2,3,0
248,248,248,0
212,167,170,1
228,13,8,1
38,13,32,0
10,0,1,0
248,248,248,0
215,173,177,1
230,13,6,1
37,14,34,0
8,0,0,0
248,248,248,0
217,176,180,1
232,13,7,1
33,13,38,0
5,0,0,0
248,248,248,0
231,14,9,1
32,14,40,0
4,0,0,0
248,248,248,0
214,178,182,1
231,14,9,1
33,13,41,0
2,0,1,0
248,248,248,0
209,177,180,1
228,13,10,1
32,13,43,0
2,0,1,0
248,248,248,0
209,180,182,1
228,13,10,1
30,13,45,0
1,1,1,0
248,248,248,0
205,177,176,1
229,14,11,1
30,14,50,0
1,1,1,0
248,248,248,0
233,15,13,1
30,15,54,0
1,1,1,0
247,247,249,0
209,168,172,1
234,19,14,1
29,16,60,0
1,1,1,0
247,247,249,0
211,162,168,1
235,21,13,1
30,18,66,0
1,1,1,0
247,247,249,0
212,155,162,1
235,23,12,1
28,18,70,0
1,1,1,0
247,247,249,0
213,150,158,1
233,23,10,1
27,16,72,0
1,1,1,0
247,247,249,0
231,24,6,1
25,16,73,0
1,1,1,0
247,247,249,0
212,132,133,1
230,28,6,1
23,15,74,0
0,2,1,0
247,247,249,0
213,122,121,1
233,33,10,1
20,15,73,0
0,2,1,0
247,247,249,0
213,108,104,1
236,37,14,1
17,12,70,0
1,1,1,0
246,246,248,0
221,100,92,1
239,40,17,1
12,8,67,0
1,1,1,0
246,246,248,0
237,41,17,1
7,7,71,0
1,1,1,0
246,246,248,0
224,73,62,1
238,39,16,1
6,9,78,0
1,1,1,0
246,246,248,0
224,60,50,1
242,42,16,1
7,10,89,0
0,0,0,0
246,246,248,0
224,52,42,1
245,44,18,1
7,11,100,0
0,0,0,0
246,246,248,0
220,39,30,1
246,45,19,1
8,13,115,0
0,0,0,0
246,246,248,0
245,43,19,1
9,15,127,0
0,0,0,0
246,246,248,0
215,24,16,1
242,40,18,1
14,18,141,0
0,0,0,0
245,245,247,0
216,19,13,1
237,35,13,1
17,20,149,0
0,0,0,0
245,245,247,0
216,13,9,1
233,31,11,1
21,24,157,0
0,0,0,0
245,245,247,0
218,10,6,1
231,29,9,1
21,21,155,0
0,0,0,0
245,245,247,0
229,27,7,1
17,17,151,0
1,1,1,0
245,245,247,0
222,7,5,1
227,25,5,1
14,14,146,0
1,1,1,0
245,245,247,0
224,6,5,1
225,22,5,1
10,10,142,0
1,1,1,0
245,245,247,0
224,6,5,1
224,22,2,1
9,9,139,0
1,1,1,0
245,245,247,0
225,7,8,1
225,23,3,1
6,9,138,0
1,1,1,0
243,243,245,0
227,22,1,1
6,9,138,0
1,1,1,0
243,243,245,0
223,7,8,1
227,22,1,1
5,8,137,0
1,1,1,0
243,243,245,0
224,8,11,1
228,23,4,1
5,8,137,0
1,1,1,0
243,243,245,0
224,8,11,1
230,23,5,1
6,9,140,0
1,1,1,0
242,242,244,0
225,9,10,1
232,22,7,1
6,9,142,0
1,1,1,0
242,242,244,0
219,21,12,1
51,13,52,0
14,16,15,0
249,249,251,0
228,11,6,1
219,21,12,1
51,14,48,0
10,12,11,0
249,249,251,0
229,10,6,1
221,20,12,1
53,13,47,0
6,10,9,0
249,249,251,0
232,9,4,1
223,19,12,1
53,14,43,0
8,10,9,0
249,249,251,0
234,9,5,1
224,17,11,1
53,13,40,0
8,10,9,0
248,248,248,0
224,15,10,1
53,13,37,0
8,8,8,0
248,248,248,0
236,9,3,1
226,15,8,1
50,12,33,0
11,7,8,0
248,248,248,0
236,9,3,1
226,15,8,1
48,14,31,0
12,6,8,0
248,248,248,0
234,9,3,1
225,14,7,1
46,13,30,0
15,5,6,0
248,248,248,0
233,12,3,1
225,14,7,1
45,14,30,0
17,2,5,0
248,248,248,0
227,14,8,1
43,14,32,0
18,2,5,0
248,248,248,0
228,14,3,1
228,13,8,1
41,14,31,0
17,1,4,0
248,248,248,0
228,16,4,1
227,13,5,1
39,14,33,0
11,0,1,0
248,248,248,0
229,19,4,1
229,12,5,1
37,14,34,0
9,0,0,0
248,248,248,0
231,21,8,1
231,12,6,1
35,13,34,0
8,0,0,0
248,248,248,0
232,13,7,1
33,14,34,0
5,0,0,0
248,248,248,0
220,32,7,1
229,14,11,1
33,14,36,0
4,0,1,0
248,248,248,0
212,32,7,1
229,14,11,1
32,14,36,0
2,0,1,0
248,248,248,0
204,30,5,1
228,13,10,1
31,15,41,0
1,1,1,0
248,248,248,0
199,29,6,1
231,13,11,1
30,16,42,0
0,0,0,0
248,248,248,0
234,15,13,1
29,15,48,0
1,1,1,0
247,247,249,0
194,33,15,1
235,16,14,1
28,16,52,0
1,1,1,0
247,247,249,0
189,32,15,1
236,17,13,1
29,18,60,0
1,1,1,0
247,247,249,0
186,30,15,1
234,20,12,1
30,18,64,0
1,1,1,0
247,247,249,0
184,28,15,1
231,19,8,1
26,17,64,0
1,1,1,0
247,247,249,0
228,20,7,1
23,15,64,0
1,1,1,0
247,247,249,0
188,33,15,1
227,22,5,1
21,15,63,0
0,2,1,0
247,247,249,0
191,36,14,1
226,23,6,1
21,15,63,0
0,2,1,0
247,247,249,0
195,43,19,1
228,27,9,1
16,13,58,0
1,1,1,0
246,246,248,0
205,54,25,1
230,29,11,1
13,11,58,0
1,1,1,0
246,246,248,0
231,28,13,1
5,7,55,0
1,1,1,0
246,246,248,0
215,73,37,1
230,27,10,1
6,9,62,0
1,1,1,0
246,246,248,0
206,77,35,1
232,32,9,1
7,11,72,0
0,0,0,0
246,246,248,0
208,83,39,1
236,36,11,1
7,11,82,0
0,0,0,0
246,246,248,0
216,89,48,1
241,41,18,1
5,12,93,0
0,0,0,0
246,246,248,0
244,44,21,1
7,14,105,0
0,0,0,0
246,246,248,0
214,74,41,1
244,44,21,1
12,17,117,0
0,0,0,0
245,245,247,0
205,51,25,1
242,42,19,1
16,20,128,0
0,0,0,0
245,245,247,0
204,37,18,1
240,39,19,1
22,25,138,0
0,0,0,0
245,245,247,0
211,33,19,1
239,38,18,1
20,23,138,0
0,0,0,0
245,245,247,0
234,33,13,1
18,19,137,0
1,1,1,0
245,245,247,0
215,18,10,1
231,31,8,1
13,15,134,0
1,1,1,0
245,245,247,0
219,16,10,1
228,27,7,1
10,12,133,0
1,1,1,0
245,245,247,0
223,14,9,1
225,26,3,1
8,10,131,0
1,1,1,0
245,245,247,0
228,11,6,1
226,26,3,1
7,9,132,0
1,1,1,0
243,243,245,0
225,26,3,1
4,8,134,0
1,1,1,0
243,243,245,0
239,5,6,1
225,26,3,1
5,8,141,0
1,1,1,0
243,243,245,0
236,6,6,1
226,26,3,1
5,7,142,0
1,1,1,0
243,243,245,0
224,12,8,1
226,24,2,1
6,8,143,0
1,1,1,0
242,242,244,0
218,15,8,1
229,24,5,1
6,8,143,0
1,1,1,0
242,242,244,0
220,19,9,1
48,16,57,0
12,14,13,0
249,249,251,0
177,98,85,1
220,19,9,1
47,15,54,0
9,13,12,0
249,249,251,0
173,90,82,1
222,18,9,1
50,16,51,0
9,11,10,0
249,249,251,0
174,91,85,1
225,16,9,1
51,18,49,0
8,10,9,0
249,249,251,0
174,93,89,1
226,15,8,1
51,16,46,0
9,9,9,0
248,248,248,0
227,14,8,1
48,14,39,0
12,8,9,0
248,248,248,0
180,105,102,1
226,13,7,1
46,12,36,0
15,6,7,0
248,248,248,0
189,118,116,1
227,14,8,1
45,13,36,0
18,6,8,0
248,248,248,0
201,131,131,1
225,14,7,1
43,14,34,0
22,6,9,0
248,248,248,0
206,140,141,1
226,15,8,1
42,15,34,0
26,5,10,0
248,248,248,0
226,15,6,1
42,15,34,0
29,4,8,0
248,248,248,0
212,152,154,1
225,14,5,1
39,14,33,0
27,5,8,0
248,248,248,0
213,157,158,1
227,13,5,1
39,14,33,0
16,1,4,0
248,248,248,0
213,163,164,1
229,12,5,1
36,15,32,0
11,1,2,0
248,248,248,0
213,167,167,1
230,11,5,1
34,15,34,0
7,0,0,0
248,248,248,0
231,12,6,1
33,16,34,0
4,0,0,0
248,248,248,0
210,172,171,1
230,12,10,1
32,15,33,0
4,0,1,0
248,248,248,0
204,170,168,1
228,13,10,1
30,16,33,0
2,0,1,0
248,248,248,0
200,172,169,1
232,12,12,1
30,15,36,0
1,1,1,0
248,248,248,0
198,170,167,1
234,11,12,1
29,15,38,0
0,2,1,0
248,248,248,0
234,11,12,1
28,15,41,0
0,2,1,0
247,247,249,0
205,165,166,1
235,13,12,1
26,15,45,0
0,2,1,0
247,247,249,0
206,157,160,1
234,15,13,1
24,14,49,0
1,1,1,0
247,247,249,0
205,150,153,1
233,16,11,1
23,12,52,0
1,1,1,0
247,247,249,0
207,145,148,1
226,13,5,1
21,13,54,0
1,1,1,0
247,247,249,0
224,16,4,1
21,14,56,0
1,1,1,0
247,247,249,0
210,130,131,1
223,17,4,1
19,14,54,0
0,2,1,0
247,247,249,0
211,120,117,1
222,19,4,1
18,13,53,0
0,2,1,0
247,247,249,0
210,107,102,1
225,19,5,1
14,12,49,0
1,1,1,0
246,246,248,0
215,98,89,1
227,19,6,1
12,12,48,0
1,1,1,0
246,246,248,0
230,19,8,1
8,10,48,0
1,1,1,0
246,246,248,0
215,71,62,1
228,20,7,1
5,10,48,0
1,1,1,0
246,246,248,0
212,58,48,1
230,25,8,1
5,9,56,0
0,0,0,0
246,246,248,0
212,50,39,1
231,29,9,1
4,10,62,0
0,0,0,0
246,246,248,0
211,43,32,1
235,33,13,1
3,12,71,0
0,0,0,0
246,246,248,0
239,37,17,1
5,14,81,0
0,0,0,0
246,246,248,0
203,29,18,1
241,40,20,1
9,17,92,0
0,0,0,0
245,245,247,0
203,25,15,1
243,42,22,1
11,18,99,0
0,0,0,0
245,245,247,0
203,19,11,1
244,44,21,1
15,21,107,0
0,0,0,0
245,245,247,0
204,16,7,1
244,44,21,1
15,20,111,0
0,0,0,0
245,245,247,0
241,42,19,1
14,17,114,0
1,1,1,0
245,245,247,0
213,11,7,1
239,41,15,1
10,14,114,0
1,1,1,0
245,245,247,0
218,10,10,1
235,36,13,1
9,12,119,0
1,1,1,0
245,245,247,0
220,7,9,1
231,35,9,1
8,12,122,0
1,1,1,0
245,245,247,0
221,7,9,1
232,34,8,1
7,10,125,0
1,1,1,0
243,243,245,0
230,34,8,1
6,8,129,0
1,1,1,0
243,243,245,0
224,8,11,1
228,32,6,1
6,6,138,0
1,1,1,0
243,243,245,0
224,8,13,1
227,31,5,1
7,6,142,0
1,1,1,0
243,243,245,0
223,8,13,1
231,31,6,1
5,7,142,0
1,1,1,0
242,242,244,0
222,7,12,1
229,29,6,1
5,8,141,0
1,1,1,0
242,242,244,0
220,18,6,1
44,17,58,0
10,12,11,0
249,249,251,0
225,9,10,1
220,18,8,1
43,17,56,0
7,11,10,0
249,249,251,0
227,9,10,1
224,17,9,1
44,16,54,0
8,10,9,0
249,249,251,0
229,9,9,1
225,16,9,1
44,17,50,0
8,8,8,0
249,249,251,0
231,8,9,1
227,14,8,1
44,15,46,0
9,7,8,0
248,248,248,0
227,14,8,1
41,12,42,0
13,7,9,0
248,248,248,0
231,9,6,1
228,13,8,1
41,12,40,0
16,6,7,0
248,248,248,0
231,9,6,1
227,14,8,1
41,13,38,0
22,6,9,0
248,248,248,0
229,10,4,1
226,15,8,1
39,14,36,0
27,4,10,0
248,248,248,0
229,10,4,1
226,15,8,1
39,14,35,0
30,5,11,0
248,248,248,0
224,15,8,1
37,14,32,0
33,4,9,0
248,248,248,0
227,13,3,1
225,14,5,1
37,14,32,0
31,4,9,0
248,248,248,0
228,14,4,1
226,13,7,1
36,15,30,0
18,2,5,0
248,248,248,0
230,16,5,1
226,11,6,1
33,15,29,0
12,0,2,0
248,248,248,0
232,18,8,1
228,11,6,1
30,13,29,0
9,0,0,0
248,248,248,0
228,11,6,1
28,14,29,0
4,0,0,0
248,248,248,0
223,30,12,1
226,11,8,1
28,14,29,0
4,0,1,0
248,248,248,0
212,31,10,1
227,12,9,1
27,14,31,0
1,1,1,0
248,248,248,0
203,31,9,1
229,11,10,1
27,14,32,0
1,1,1,0
248,248,248,0
193,28,8,1
229,11,10,1
26,14,34,0
0,2,1,0
248,248,248,0
229,9,9,1
24,14,38,0
0,2,1,0
247,247,249,0
168,23,4,1
228,10,9,1
23,14,41,0
0,2,1,0
247,247,249,0
160,20,3,1
227,12,10,1
21,12,43,0
1,1,1,0
247,247,249,0
156,20,4,1
226,14,10,1
18,11,44,0
1,1,1,0
247,247,249,0
156,23,8,1
220,11,4,1
17,11,45,0
1,1,1,0
247,247,249,0
220,13,3,1
17,13,46,0
1,1,1,0
247,247,249,0
172,35,19,1
220,17,3,1
17,13,46,0
0,2,1,0
247,247,249,0
178,37,20,1
221,18,4,1
14,13,44,0
0,2,1,0
247,247,249,0
177,34,17,1
224,16,4,1
12,12,40,0
1,1,1,0
246,246,248,0
181,36,17,1
228,16,5,1
11,12,40,0
1,1,1,0
246,246,248,0
230,16,8,1
8,12,39,0
1,1,1,0
246,246,248,0
202,62,37,1
231,17,7,1
6,11,40,0
1,1,1,0
246,246,248,0
179,55,21,1
230,20,7,1
5,9,44,0
0,0,0,0
246,246,248,0
178,60,24,1
228,22,8,1
5,10,48,0
0,0,0,0
246,246,248,0
182,66,29,1
231,23,10,1
4,13,56,0
0,0,0,0
246,246,248,0
233,28,11,1
4,15,61,0
0,0,0,0
246,246,248,0
194,69,39,1
237,32,15,1
10,17,71,0
0,0,0,0
245,245,247,0
199,63,39,1
241,36,17,1
11,20,77,0
0,0,0,0
245,245,247,0
201,52,32,1
244,39,18,1
13,18,82,0
0,0,0,0
245,245,247,0
202,40,27,1
243,41,19,1
12,19,89,0
0,0,0,0
245,245,247,0
245,43,19,1
14,17,94,0
1,1,1,0
245,245,247,0
207,23,15,1
244,44,19,1
9,14,96,0
1,1,1,0
245,245,247,0
213,18,12,1
244,44,19,1
8,12,103,0
1,1,1,0
245,245,247,0
218,15,9,1
242,44,18,1
7,11,108,0
1,1,1,0
245,245,247,0
223,11,7,1
241,43,17,1
7,10,113,0
1,1,1,0
243,243,245,0
238,42,16,1
5,8,121,0
1,1,1,0
243,243,245,0
233,8,4,1
235,40,12,1
6,7,133,0
1,1,1,0
243,243,245,0
234,9,7,1
232,37,9,1
6,6,136,0
1,1,1,0
243,243,245,0
229,9,9,1
233,35,9,1
7,7,137,0
1,1,1,0
242,242,244,0
228,10,11,1
231,35,11,1
5,9,135,0
1,1,1,0
242,242,244,0
221,17,8,1
38,20,58,0
8,9,11,0
249,249,251,0
178,92,79,1
222,18,9,1
37,19,57,0
8,9,11,0
249,249,251,0
174,90,79,1
224,17,9,1
38,18,55,0
8,8,10,0
249,249,251,0
173,89,79,1
225,16,9,1
37,15,51,0
8,8,10,0
249,249,251,0
171,86,79,1
227,16,9,1
37,13,47,0
11,7,8,0
248,248,248,0
226,15,8,1
35,11,43,0
14,5,8,0
248,248,248,0
169,89,82,1
227,14,10,1
33,10,39,0
19,4,7,0
248,248,248,0
176,97,92,1
227,15,11,1
33,10,38,0
24,5,9,0
248,248,248,0
184,105,101,1
226,14,10,1
33,10,36,0
30,5,9,0
248,248,248,0
186,111,108,1
224,15,10,1
31,12,32,0
34,5,10,0
248,248,248,0
224,15,10,1
31,12,31,0
36,3,10,0
248,248,248,0
204,134,132,1
224,15,8,1
30,12,26,0
34,5,10,0
248,248,248,0
210,145,143,1
224,12,8,1
29,13,24,0
21,2,4,0
248,248,248,0
211,152,148,1
223,11,7,1
27,14,24,0
13,1,1,0
248,248,248,0
